title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
【买一送二面膜】LUCENBASE 377 美白提亮精华液，淡化色斑，保湿修护 30ml,1 杯 30 毫升印度奶茶,8.3,https://cf.shopee.vn/file/cn-11134207-820l4-mj2ifdh3j8cn03,http://shopee.vn/product/1669255930/51754267805,Skincare,Facial Serum & Essence,IVCN2026082111038,3.35402E+11,"https://detail.1688.com/offer/851324915708.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/822501674124.html?spm=a26352.13672862.offerlist.122.2af51178iwXSiN&offerId=822501674124&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=06274adf4fcb4cc6a22c011008a4ae12&skuId=6087136599903&forcePC=1773643070153",1688三档价格,46255,51754267805,8.3,热销品,,
[VT] 温和型 REEDLE SHOT 50 50ml 肌肤强化剂，改善肌肤吸收 [官方旗舰],里德尔射击 50,23.42,https://cf.shopee.sg/file/sg-11134207-7rbmx-lngv0py0c6i995,http://shopee.sg/product/168581560/22885183320,Skincare,Facial Serum & Essence,IVCN2026082114684,1.76188E+11,,1688三档价格,46255,22885183320,23.42,热销品,,
Cosmoderm Luminous A 逆龄精华液（视黄醇）30ml，精华液，抗衰老，肌肤更新，肌肤修复，提亮肤色,Cosmoderm Luminous A 逆龄精华液（视黄醇）30ml，精华液，抗衰老，肌肤更新，肌肤修复，提亮肤色,10,https://cf.shopee.com.my/file/my-11134207-820l9-mf2ouii69z4a6b,http://shopee.com.my/product/9222139/16736291127,Skincare,Facial Serum & Essence,IVCN2026082111042,28716055359,https://detail.1688.com/offer/991753323721.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i11&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,16736291127,10,热销品,,
d'Alba Vita 紧致胶囊精华液 50毫升,d'Alba Vita 紧致胶囊精华液 50毫升,6.5,https://cf.shopee.vn/file/sg-11134201-825zk-mjgouknh9mo19b,http://shopee.vn/product/193849872/41904789635,Skincare,Facial Serum & Essence,IVCN2026082111044,2.90406E+11,https://detail.1688.com/offer/991367863785.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,41904789635,6.5,热销品,,
"Cos De BAHA TN 氨甲环酸烟酰胺精华液 30ml, 60ml",60毫升,53.5,https://cf.shopee.vn/file/sg-11134207-823rg-moxhtdqkxamjd6,http://shopee.vn/product/1142974858/44861491054,Skincare,Facial Serum & Essence,IVCN2026082113296,3.55997E+11,,1688三档价格,46255,44861491054,53.5,热销品,,
<7.14 新品上市>SKINTIFIC 焕彩丝滑面膜 3合1 美白修护 抗暗沉屏障 保湿 敏感肌适用,5件,20.92,https://cf.shopee.com.my/file/my-11134207-820l7-mq4hfx6gwpaa97,http://shopee.com.my/product/1436536970/45062826595,Skincare,Face Mask & Packs,IVCN2026082111048,3.71213E+11,,1688三档价格,46255,45062826595,20.92,热销品,,
Dermashare 纯素茶树 89 清凉爽肤棉片：纯素、舒缓、保湿、温和去角质（180 毫升/70 片）,Dermashare 纯素茶树 89 清凉爽肤棉片：纯素、舒缓、保湿、温和去角质（180 毫升/70 片）,37.07,https://cf.shopee.vn/file/vn-11134207-81ztc-mmcz8m49hf5ud9,http://shopee.vn/product/1726390614/55056836993,Skincare,Toner,IVCN2026082111050,2.08812E+11,,1688三档价格,46255,55056836993,37.07,热销品,,
【官方】d'Alba_Store 意大利白松露水润精华防晒系列 50ml (SPF50+ PA++++ 纯素) 防晒、提亮肤色、温和、精华质地、温和安全使用防晒霜,精华防晒霜,60.81,https://cf.shopee.sg/file/sg-11134207-23010-wtbtao3hydmv69,http://shopee.sg/product/928177826/19971391314,Skincare,Face Sunscreen,IVCN2026082111052,2.13732E+11,,1688三档价格,46255,19971391314,60.81,热销品,,
花之乐园鱼腥草爽肤棉片，舒缓并去除角质，温和抛光肌肤，镇静肌肤。（赠品）,舒缓垫,10.5,https://cf.shopee.vn/file/vn-11134207-820l4-mjtqmlc3lxjbc9,http://shopee.vn/product/1494600632/43618204817,Skincare,Toner,IVCN2026082111054,1.09561E+11,https://detail.1688.com/offer/935700981650.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUR2NGJKE6TKCKFEEKNCEINHFEVSHIJIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UJVHUEWSHJFMVIT2OKJLEQRSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,1688三档价格,46255,43618204817,10.5,热销品,,
AZARINE 舒缓保湿防晒凝胶 SPF45 50毫升,AZARINE 舒缓保湿防晒凝胶 SPF45 50毫升,9.52,https://cf.shopee.com.my/file/my-11134201-7rasj-maodcys4wy6jb0,http://shopee.com.my/product/21516516/25367604709,Skincare,Face Sunscreen,IVCN2026082111056,2.17355E+11,https://detail.1688.com/offer/1019867458476.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,25367604709,9.52,热销品,,
喜马拉雅亮肤维生素C橙花面部精华液 30 毫升（提亮肤色/减少暗沉/均匀肤色，焕发光彩）,Orance 面部精华液,5,https://cf.shopee.com.my/file/my-11134207-7ras9-m3cxyymun3sxef,http://shopee.com.my/product/4177366/29219626168,Skincare,Facial Serum & Essence,IVCN2026082111058,2.27107E+11,https://detail.1688.com/offer/947303316759.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,29219626168,5,热销品,,
ANUA 7 大米神经酰胺保湿屏障精华液 50ml,50毫升,14,https://cf.shopee.ph/file/cn-11134207-820l4-mrifw8myxqto7c,http://shopee.ph/product/1244791623/24237583553,Skincare,Facial Serum & Essence,IVCN2026082111060,2.23376E+11,https://detail.1688.com/offer/971762849234.html?kj_agent_plugin=aliprice&fromkv=xytTrace:212b9de517739742533493493e0f86&token=acCHHNiuCgIgQ4EOzQgRbjQDN%2F4oZD3c575D%2F%2BlQdjPK0bqo2A4zk1kafJQlBYM5,1688三档价格,46255,24237583553,14,热销品,,
【FDA批准】Chokchok美白霜50g，含2%烟酰胺+氨甲环酸，亮白保湿霜，适用于面部肌肤护理，淡化色斑,乳霜*1,3.72,https://cf.shopee.ph/file/cn-11134207-820l4-mq79vahd26tob5,http://shopee.ph/product/1759344226/54757050327,Skincare,Facial Moisturizer,IVCN2026082111062,4.40629E+11,https://detail.1688.com/offer/754733250209.html?spm=a26352.13672862.offerlist.9.23c41e62PYwJPw&offerId=754733250209&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=bfd3900fad3548fd85d5cd88533b34d4&skuId=6058090556580&forcePC=1782286684095,1688三档价格,46255,54757050327,3.72,热销品,,
DRCEUTICS AHA 果酸焕肤磨砂膏（30克/100克）,30克,2.4,https://cf.shopee.vn/file/vn-11134207-7r98o-llx9x6l76d3z2e,http://shopee.vn/product/473985496/10886300155,Skincare,Face Scrub & Peel,IVCN2026082111064,68658915114,https://detail.1688.com/offer/797224519974.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,46255,10886300155,2.4,热销品,,
药妆CAMUD出品的Phytocin V2混合防晒霜和SPF50+/PA+++防晒乳液组合装,组合全尺寸,486.1,https://cf.shopee.vn/file/vn-11134207-7ras8-mbyqpe8of0t1eb,http://shopee.vn/product/961271685/43407840321,Skincare,Face Sunscreen,IVCN2026082111066,2.65664E+11,,1688三档价格,46255,43407840321,486.1,热销品,,
疣去除贴 144 片/盒 疣皮赘去除剂 Ubat Kutil Moth Lalat Kerut Dan Biji 胆固醇皮赘去除剂,每盒144个,15.13,https://cf.shopee.com.my/file/my-11134207-820lg-mp7tmzkyfnrg21,http://shopee.com.my/product/1233909897/53811838934,Skincare,Others,IVCN2026082111068,4.06029E+11,,1688三档价格,46255,53811838934,15.13,热销品,,
大容量 Cocoon 冬瓜洁面啫喱 310ml - 纯素化妆品,1 茶,5.16,https://cf.shopee.vn/file/vn-11134207-820l4-mg6aj7btg8i752,http://shopee.vn/product/22823111/27614722723,Skincare,Facial Cleanser,IVCN2026082111070,2.15704E+11,,1688三档价格,46255,27614722723,5.16,热销品,,
SKINTIFIC 阿拉斯加火山毛孔排毒泥面膜棒，去除黑头，清洁毛孔，保湿面膜，Muka护肤,火山 40克*1,3,https://cf.shopee.com.my/file/my-11134207-820lc-me72twxq60w4f9,http://shopee.com.my/product/1430310740/28476185240,Skincare,Face Mask & Packs,IVCN2026082111072,1.47681E+11,https://detail.1688.com/offer/978337348121.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,28476185240,3,热销品,,
肌研 HA 至臻维他亮白精华液 30ml,默认,3.1,https://cf.shopee.com.my/file/my-11134207-820l9-mrjtn6ik5c0074,http://shopee.com.my/product/28285874/3395700298,Skincare,Facial Serum & Essence,IVCN2026082111074,26952096408,https://detail.1688.com/offer/782699251588.html?spm=a26352.13672862.offerlist.19.686a5c2cmyGJog&cosite=-&tracelog=p4p&_p_isad=1&clickid=20e11088965540b19a72494882c7d937&sessionid=d67085c07fc230f99650e6b3d23529ff,1688三档价格,46255,3395700298,3.1,热销品,,
TAGE Cica-Tree Shaking Glow Sun Fixer 50ml,防晒液 50毫升,54.98,https://cf.shopee.com.br/file/sg-11134207-824ij-mpsyznmonea596,http://shopee.com.br/product/457864097/49062672215,Skincare,Face Sunscreen,IVCN2026082111076,3.96098E+11,,1688三档价格,46255,49062672215,54.98,热销品,,
【正品】Kahi Seoul 韩国制造 抗皱弹润多效润肤霜 9克,【正品】Kahi Seoul 韩国制造 抗皱弹润多效润肤霜 9克,3.13,https://cf.shopee.com.br/file/sg-11134207-7reoa-m87r661io4k5c9,http://shopee.com.br/product/1196949467/53854008494,Skincare,Lip Treatment,IVCN2026082111078,2.44134E+11,,1688三档价格,46255,53854008494,3.13,热销品,,
【精华液系列】Glad2Glow 石榴烟酰胺强效美白精华液 亮白/视黄醇/祛痘/377色斑,【促销】亮白精华液,6.5,https://cf.shopee.com.my/file/sg-11134201-7ratq-ma3wr4e4hkx8cc,http://shopee.com.my/product/1538204484/40101914835,Skincare,Facial Serum & Essence,IVCN2026082111080,2.85157E+11,,1688三档价格,46255,40101914835,6.5,热销品,,
新加坡卖家❤️Xmegami MICAREE OT 霜 SPF20 护肤美白防晒霜 Xmegami 120g 养白霜,新加坡卖家❤️Xmegami MICAREE OT 霜 SPF20 护肤美白防晒霜 Xmegami 120g 养白霜,7.4,https://cf.shopee.sg/file/4cb28de1c115f55a2890d0f545c49822,http://shopee.sg/product/164141269/2792482458,Skincare,Face Sunscreen,IVCN2026082111082,51912137897,https://detail.1688.com/offer/769425411061.html?spm=a26352.13672862.offerlist.9.3e4f60024uQAXS&offerId=769425411061&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5313868265525&trace_log=normal&uuid=e695d7b8ed9849aaa6def7cdf15f6b5c&forcePC=1784529084083,1688三档价格,46255,2792482458,7.4,热销品,,
【FDA批准】Chokchok美白霜50g，含2%烟酰胺+氨甲环酸，亮白保湿霜，适用于面部肌肤护理，淡化色斑,美白系列3件套,23.05,https://cf.shopee.ph/file/cn-11134207-820l4-mq79q9j77ksr43,http://shopee.ph/product/1759344226/54757050327,Skincare,Facial Moisturizer,IVCN2026082111084,3.45952E+11,"http://detail.m.1688.com/page/index.html?spm=a26352.13672862.offerlist.4.69451d874xCWVn&offerId=730465585144&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6029615929694&trace_log=normal&uuid=ccec32a3191a4557b4ccb4fdce41caee
https://detail.1688.com/offer/582899343799.html?spm=a26352.13672862.offerlist.29.58ef6a81EdEVpo&cosite=-&tracelog=p4p&_p_isad=1&clickid=8749da0264524d46b4505859e49a8cd9&sessionid=15f96e2244ea423e8d4f684d9e1bb466
https://detail.1688.com/offer/1030739102719.html?spm=a26352.13672862.offerlist.23.18a7180dBrVE1f&cosite=-&tracelog=p4p&_p_isad=1&clickid=17dfe5a44d434d65b832014836fe9aa5&sessionid=b2eca43d2ca6716761d79f9100e334bf",1688三档价格,46255,54757050327,23.05,热销品,,
胡萝卜素美白霜 135ml,胡萝卜素美白霜 135ml,16.11,https://cf.shopee.com.br/file/br-11134207-81z1k-mf63jphnfxtx3a,http://shopee.com.br/product/845521048/23494436714,Skincare,Facial Moisturizer,IVCN2026082111086,1.49549E+11,,1688三档价格,46255,23494436714,16.11,热销品,,
正品 假一赔十 YURANM 5% Niacinamide Malaysian Glycerin Serum 20% VC Glycerin Serum Brightening Hydrating Moisturizing Day & Night Skincare Essence 瑜然美 烟酰胺甘油 马来西亚甘油,瑜然美 20% VC甘油 140ml,12.93,https://cf.shopee.com.my/file/cn-11134207-7ras8-md5xukt15og093,http://shopee.com.my/product/970339099/19876384722,Skincare,Facial Serum & Essence,IVCN2026082111088,2.80896E+11,https://detail.1688.com/offer/869342965309.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,19876384722,12.93,热销品,,
【新品】碧柔UV水润保湿防晒精华液2瓶装50克 SPF50+ PA++++ 防晒精华,【新品】碧柔UV水润保湿防晒精华液2瓶装50克 SPF50+ PA++++ 防晒精华,45.8,https://cf.shopee.vn/file/sg-11134201-82595-mq45rfu61wcgd8,http://shopee.vn/product/158660528/45312319034,Skincare,Face Sunscreen,IVCN2026082111090,4.16068E+11,,1688三档价格,46255,45312319034,45.8,热销品,,
清新蜜桃香型亮唇精华，富含维生素C，提亮并均匀唇色，淡化深色和双色唇纹；5倍神经酰胺滋润并滋养双唇；神经酰胺开瑞坦唇膏护理,1件,3.43,https://cf.shopee.com.my/file/sg-11134201-7reob-m81meuybw9exb1,http://shopee.com.my/product/1522755910/24694531059,Skincare,Lip Treatment,IVCN2026082111092,2.34161E+11,https://detail.1688.com/offer/939057961356.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,24694531059,3.43,热销品,,
Latika SPF50 面部防晒霜 - 亮肤抗皱透明,SPF 50 UVA UVB,41.88,https://cf.shopee.com.br/file/br-11134207-820mh-mpd23742cnia9b,http://shopee.com.br/product/566994348/47712096644,Skincare,Face Sunscreen,IVCN2026082111094,4.46049E+11,,1688三档价格,46255,47712096644,41.88,热销品,,
卡美克斯经典润唇膏，3支装,卡美克斯经典润唇膏，3支装,29.4,https://cf.shopee.com.br/file/br-11134207-7r98o-m9qjkbzrfd4p93,http://shopee.com.br/product/483289677/20897427948,Skincare,Lip Treatment,IVCN2026082111096,1.29826E+11,https://detail.1688.com/offer/687639333330.html?kj,1688三档价格,46255,20897427948,29.4,热销品,,
Round Lab 1025 独岛洁面乳 150ml,1025 独岛清洁剂 150毫升,6,https://cf.shopee.com.br/file/40e079003767be822f26aacca458d9d2,http://shopee.com.br/product/457864097/12072180858,Skincare,Facial Cleanser,IVCN2026082111098,1.41992E+11,https://detail.1688.com/offer/895221030159.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,12072180858,6,热销品,,
Dr.Lucel 日本视黄醇抗衰老面霜，抗皱紧致面霜 30g，减少皱纹，柔滑肌肤,Kem 视黄醇 30克,11.85,https://cf.shopee.vn/file/cn-11134207-7r98o-lo4xure6pe0384,http://shopee.vn/product/1018228592/19382282700,Skincare,Facial Moisturizer,IVCN2026082111100,2.45029E+11,https://detail.1688.com/offer/730468349353.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,46255,19382282700,11.85,热销品,,
Derma Angel Mix 18片装、Plus & Lightening 12片装祛痘贴，全天使用：减少炎症、发红、粉刺和黑斑。,未指定,12.44,https://cf.shopee.vn/file/vn-11134207-7ras8-m2m8ur5abp527c,http://shopee.vn/product/747237580/24638374328,Skincare,Acne Treatment,IVCN2026082111102,1.68542E+11,https://detail.1688.com/offer/674702192689.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,46255,24638374328,12.44,热销品,,
Dr.Althea 345 舒缓霜 147 屏障霜 50ml 抗皱、紧致、提升弹性、改善皱纹、干燥,345+147,54.73,https://cf.shopee.sg/file/sg-11134207-822z4-moeyx4s2pr7yaf,http://shopee.sg/product/1826576889/46760800111,Skincare,Facial Moisturizer,IVCN2026082111104,2.97629E+11,,1688三档价格,46255,46760800111,54.73,热销品,,
朝鲜之美焕彩/深层焕彩/焕活/舒缓精华液,焕彩深层精华液,4.9,https://cf.shopee.ph/file/ph-11134207-7r98y-lqu8tvazeloke1,http://shopee.ph/product/3911889/8180424703,Skincare,Facial Serum & Essence,IVCN2026082111106,1.27763E+11,https://detail.1688.com/offer/893592354491.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,8180424703,4.9,热销品,,
LABORE BiomeRepair 屏障修护霜 10ml | 50ml | 100ml - 敏感肌保湿霜,V812 - 屏障霜 50ml，LBR 乳霜,13.5,https://cf.shopee.com.my/file/id-11134207-81ztd-mep9rwo8tblv6a,http://shopee.com.my/product/242977767/12342868669,Skincare,Facial Moisturizer,IVCN2026082111108,1.09355E+11,https://detail.1688.com/offer/832550709402.html?spm=a26352.13672862.offerlist.22.2da82b27ZyfQ9R&cosite=-&tracelog=p4p&_p_isad=1&clickid=722ab6f4d0654996bc6e73f54765b0a5&sessionid=9ccd346d0210e451cecd506adcb444f5,1688三档价格,46255,12342868669,13.5,热销品,,
米糠爽肤水 - 保湿、补水、提亮肤色 - ANUA 米糠 70 光泽牛奶爽肤水 250毫升,米糠爽肤水 - 保湿、补水、提亮肤色 - ANUA 米糠 70 光泽牛奶爽肤水 250毫升,13.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mp7p15zwp4p908,http://shopee.vn/product/1522796490/40551525306,Skincare,Toner,IVCN2026082111110,3.05123E+11,https://detail.1688.com/offer/975671174930.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,46255,40551525306,13.5,热销品,,
【新品】SKIN1004 安瓶系列 4 种,壬二酸 10 安瓿,51.96,https://cf.shopee.ph/file/sg-11134207-820o0-mn9v70lkv7k098,http://shopee.ph/product/920292983/46709181912,Skincare,Facial Serum & Essence,IVCN2026082111112,2.77554E+11,,1688三档价格,46255,46709181912,51.96,热销品,,
瓷肌洁面保湿套装、木芥子皂、艺伎眼妆,清洁保湿套装,11.19,https://cf.shopee.com.br/file/br-11134207-820lh-mqm8b89crbpd26,http://shopee.com.br/product/395166866/22394407124,Skincare,Facial Moisturizer,IVCN2026082111114,1.7972E+11,"https://detail.1688.com/offer/660508023680.html?spm=a26352.13672862.offerlist.9.1118646azo0q9B&offerId=660508023680&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6058937107973&trace_log=normal&uuid=eb36b5b16e2c469fb08bb80c511cdef8&forcePC=1763623014771
https://detail.1688.com/offer/974896909964.html?spm=a26352.13672862.offerlist.46.359b1e62pqgG8y&offerId=974896909964&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6093651591340&trace_log=normal&uuid=b2cd57e4610547e8a78ec00dff217679&forcePC=1763623049599
https://detail.1688.com/offer/786342304820.html?spm=a26352.13672862.offerlist.32.29271024ECaAVM&cosite=-&tracelog=p4p&_p_isad=1&clickid=9f82ba5e4a5d4cfe8e241b29a3a70783&sessionid=f906d858e6b543074d70659875e450d4",1688三档价格,46255,22394407124,11.19,热销品,,
兰芝唇部睡眠面膜 Ex 20g（新配方）,三层草莓蛋糕盒,38.44,https://cf.shopee.vn/file/vn-11134207-81ztc-mmztrm3j01s23f,http://shopee.vn/product/78052603/23952188871,Skincare,Lip Treatment,IVCN2026082111116,1.98793E+11,,1688三档价格,46255,23952188871,38.44,热销品,,
Anua Rice 70 焕彩牛奶爽肤水 250毫升/150毫升,Anua Rice 70 焕彩牛奶爽肤水 250毫升/150毫升,13,https://cf.shopee.com.my/file/my-11134207-7rash-mcsk7ijhfu8593,http://shopee.com.my/product/1083644373/26207690047,Skincare,Toner,IVCN2026082111118,2.05305E+11,https://detail.1688.com/offer/927911077742.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,46255,26207690047,13,热销品,,
快速发货，视黄醇保湿精华，去角质眼霜，焕活肌肤，收缩毛孔，提亮肤色,眼霜 15ml + 精华液,56.06,https://cf.shopee.com.br/file/cn-11134207-820l4-moi674p64jym28,http://shopee.com.br/product/1832524271/54510912019,Skincare,Eye Treatment,IVCN2026082111120,4.15952E+11,,1688三档价格,46255,54510912019,56.06,热销品,,
鲍曼博士 Skinident 润唇膏 B12 已获得 Bionome 认证，纯素配方，温和不刺激双唇。,鲍曼博士 Skinident 润唇膏 B12 已获得 Bionome 认证，纯素配方，温和不刺激双唇。,1.15,https://cf.shopee.vn/file/vn-11134207-7ras8-mcww6ap3i8nw9b,http://shopee.vn/product/234983602/21582006505,Skincare,Lip Treatment,IVCN2026082111122,1.75999E+11,https://detail.1688.com/offer/658527598542.html?spm=a26352.13672862.offerlist.7.24411e62pKIEJY&offerId=658527598542&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=4758273452117&trace_log=normal&uuid=28f846bf8cb44596a6c7e4267d79558d&forcePC=1782206384798,1688三档价格,46255,21582006505,1.15,热销品,,
